"permit_number","streetname","Cross Street 1","Cross Street 2","Permit Type","Agent","AgentPhone","Permit Purpose","Approved Date","Status","cnn","permit_zipcode","permit_start_date","permit_end_date","permit_address","24/7 Contact","Inspector","CurbRampWork","X","Y","Latitude","Longitude","bpa","Location","the_geom","analysis_neighborhood","supervisor_district","data_as_of","data_loaded_at"
"26EXC-01641","LEAVENWORTH ST","GOLDEN GATE AVE","TURK ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","8239000","94102","05/01/2026","10/28/2026",,"415-779-5262",,,"6008584,45639","2112981,43395","37,78232887919","-122,41395968367",,"POINT (-122.41395968366557 37.782328879192605)","POINT (-122.413959684 37.782328879)","Tenderloin","5","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","WASHINGTON ST","HYDE ST","LARKIN ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","13430000","94109","05/01/2026","10/28/2026",,"415-779-5262",,,"6007282,18394","2117104,05008","37,79357534599","-122,41875744181",,"POINT (-122.41875744180562 37.79357534598656)","POINT (-122.418757442 37.793575346)","Russian Hill","3","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01206","OFARRELL ST","GRANT AVE \ MARKET ST","SECURITY PACIFIC PL","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9720000","94108","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6011218,629","2114554,755","37,78679645225","-122,40495737396",,"POINT (-122.40495737396026 37.78679645225149)","POINT (-122.404957374 37.786796452)","Financial District/South Beach","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01206","OFARRELL ST","MASON ST","TAYLOR ST","Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","9726000","94102","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6009610,84737","2114333,68854","37,78609943916","-122,41050432805",,"POINT (-122.41050432805332 37.78609943916075)","POINT (-122.410504328 37.786099439)","Tenderloin","5","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"26EXC-01641","LARKIN ST","WASHINGTON ST",,"Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","25299000","0","05/01/2026","10/28/2026",,"415-779-5262",,"true","6007043,99987","2117069,4447","37,79346691482","-122,41957912337",,"POINT (-122.41957912336568 37.79346691482204)","POINT (-122.419579123 37.793466915)","Russian Hill","3","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"24EXC-04070","02ND ST","BRANNAN ST",,"Excavation","Pacific Gas & Electric","415-695-3500","G GPRP RPL SOMA SAN FRANCISCO","02/18/2026","APPROVED","23803000","0","01/04/2027","06/18/2027",,"800-pge-5000","Jeffrey Ramirez",,"6014903,40605","2112677,11642","37,78184615613","-122,39207744923",,"POINT (-122.39207744923155 37.78184615612752)","POINT (-122.392077449 37.781846156)","Financial District/South Beach","6","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"25CN-00056","LAKEVIEW AVE","FAXON AVE","JULES AVE","conformity","Erik Chan","925-787-8716",,"05/20/2025","ACTIVE","8072000","94112",,,"750 LAKEVIEW AVE","925-787-8716","Mario Novoa",,"5994534,84633","2089955,22297","37,71830565528","-122,46089541013",,"POINT (-122.4608954101313 37.718305655277625)","POINT (-122.46089541 37.718305655)","Oceanview/Merced/Ingleside","11","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"24EXC-04070","MAIN ST","MISSION ST",,"Excavation","Pacific Gas & Electric","415-695-3500","G GPRP RPL SOMA SAN FRANCISCO","02/18/2026","APPROVED","24557000","0","01/04/2027","06/18/2027",,"800-pge-5000","Jeffrey Ramirez",,"6014149,93798","2116332,84305","37,79184207644","-122,39494023756",,"POINT (-122.39494023756399 37.79184207644178)","POINT (-122.394940238 37.791842076)","Financial District/South Beach","6","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"24EXC-04070","MISSION ST","SPEAR ST",,"Excavation","Pacific Gas & Electric","415-695-3500","G GPRP RPL SOMA SAN FRANCISCO","02/18/2026","APPROVED","24555000","0","01/04/2027","06/18/2027",,"800-pge-5000","Jeffrey Ramirez",,"6014409,46658","2116580,75169","37,79253720337","-122,39405962416",,"POINT (-122.39405962415502 37.7925372033682)","POINT (-122.394059624 37.792537203)","Financial District/South Beach","6","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"24EXC-04070","02ND ST","TOWNSEND ST","KING ST","Excavation","Pacific Gas & Electric","415-695-3500","G GPRP RPL SOMA SAN FRANCISCO","02/18/2026","APPROVED","148000","94107","01/04/2027","06/18/2027",,"800-pge-5000","Jeffrey Ramirez",,"6015474,76436","2112078,4319","37,78023400891","-122,3900589626",,"POINT (-122.39005896260149 37.7802340089075)","POINT (-122.390058963 37.780234009)","Mission Bay","6","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"18WR-0384","17TH ST","MISSION ST",,"Wireless","Pacific Bell Telephone Company","650-991-4094",,"06/11/2019","APPROVED","24165000","94110","06/11/2019","03/31/2030","2100 MISSION ST","Refer to Agent",,,"6006819,12132","2106128,74249","37,76341371979","-122,41958063079",,"POINT (-122.41958063078695 37.76341371978515)","POINT (-122.419580631 37.76341372)","Mission","9","2025/09/01 03:44:26 AM","2025/09/02 05:14:11 AM"
"25EXC-04312","36TH AVE","ANZA ST",,"Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","27884000","0","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5984734,42677","2111767,79904","37,77762823372","-122,49637941894",,"POINT (-122.49637941893525 37.77762823372235)","POINT (-122.496379419 37.777628234)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"24IE-00460","FRIDA KAHLO WAY","GENEVA AVE \ OCEAN AVE","JUDSON AVE","StrtImprov","BKF Engineers",,"To construction Phase 1 Improvements for Balboa Reservoir from Plans dated 5/30/2025 submitted by BKF Engineering.","10/07/2025","ACTIVE","10390000","94112","10/01/2025","12/31/2028",,"(650) 482-6300","Peter Ortiz",,"5997059,56","2092592,842","37,72569290117","-122,45235881231",,"POINT (-122.4523588123125 37.72569290116674)","POINT (-122.452358812 37.725692901)","West of Twin Peaks","7","2026/04/01 03:00:23 AM","2026/04/02 05:43:31 AM"
"24EXC-04070","SPEAR ST","MARKET ST","MISSION ST","Excavation","Pacific Gas & Electric","415-695-3500","G GPRP RPL SOMA SAN FRANCISCO","02/18/2026","APPROVED","12044000","94105","01/04/2027","06/18/2027",,"800-pge-5000","Jeffrey Ramirez",,"6014193,82843","2116806,79446","37,79314587677","-122,3948215827",,"POINT (-122.39482158269881 37.793145876766566)","POINT (-122.394821583 37.793145877)","Financial District/South Beach","6","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"26EXC-01641","CLEMENTINA ST","KAPLAN LN","03RD ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","4197000","94103","05/01/2026","10/28/2026",,"415-779-5262",,,"6012888,89409","2113678,76592","37,7844844006","-122,39911709951",,"POINT (-122.39911709950867 37.784484400604754)","POINT (-122.3991171 37.784484401)","Financial District/South Beach","6","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","SACRAMENTO ST","HYDE ST","LARKIN ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","11246000","94109","05/01/2026","10/28/2026",,"415-779-5262",,,"6007371,72224","2116460,52554","37,79181342789","-122,41840198069",,"POINT (-122.41840198069409 37.79181342789432)","POINT (-122.418401981 37.791813428)","Nob Hill","3","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","WASHINGTON ST","LARKIN ST","POLK ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","13431000","94109","05/01/2026","10/28/2026",,"415-779-5262",,,"6006804,76154","2117036,28477","37,7933623872","-122,42040455313",,"POINT (-122.42040455312666 37.793362387199466)","POINT (-122.420404553 37.793362387)","Russian Hill","3","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","LEAVENWORTH ST","TURK ST","EDDY ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","8240000","94102","05/01/2026","10/28/2026",,"415-779-5262",,,"6008537,06893","2113321,18806","37,78325910085","-122,41414766836",,"POINT (-122.41414766836357 37.78325910085356)","POINT (-122.414147668 37.783259101)","Tenderloin","5","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","HARRISON ST","08TH ST","GORDON ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","6732000","94103","05/01/2026","10/28/2026",,"415-779-5262",,,"6009921,59636","2109665,35676","37,77329871668","-122,40909968969",,"POINT (-122.40909968969396 37.77329871668095)","POINT (-122.40909969 37.773298717)","South of Market","6","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"25IE-00515","TREASURE ISLAND RD","CLIPPER COVE AVE \ UNNAMED ST","TRADE WINDS AVE","StrtImprov","Treasure Island Development Group","707-592-4675","To construct Tradewinds Sanitary Sewer Pump Station for Treasure Island per plans from Freyer & Laureta dated 04/29/21025.","04/02/2026","APPROVED","14305000","0","04/01/2026","12/31/2028",,"Refer to Agent",,,"6020983,234","2125266,874","37,81675051466","-122,3719151297",,"POINT (-122.37191512970082 37.816750514663944)","POINT (-122.37191513 37.816750515)","Treasure Island","6","2026/04/03 02:58:31 AM","2026/04/04 05:22:57 AM"
"26EXC-01641","08TH ST","TEHAMA ST","CLEMENTINA ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","410000","94103","05/01/2026","10/28/2026",,"415-779-5262",,,"6009435,86842","2110517,42159","37,77561106462","-122,41084008529",,"POINT (-122.41084008529006 37.77561106462457)","POINT (-122.410840085 37.775611065)","South of Market","6","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","MISSION ST","08TH ST","LASKIE ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","9103000","94103","05/01/2026","10/28/2026",,"415-779-5262",,,"6008639,99002","2111069,59401","37,77708254123","-122,41363229606",,"POINT (-122.41363229605616 37.77708254123235)","POINT (-122.413632296 37.777082541)","South of Market","6","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","08TH ST","CLEMENTINA ST","FOLSOM ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","411000","94103","05/01/2026","10/28/2026",,"415-779-5262",,,"6009578,33153","2110368,46755","37,7752100588","-122,41033674893",,"POINT (-122.41033674892809 37.77521005880411)","POINT (-122.410336749 37.775210059)","South of Market","6","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","LEAVENWORTH ST","EDDY ST","ELLIS ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","8241000","94102","05/01/2026","10/28/2026",,"415-779-5262",,,"6008489,62413","2113661,35344","37,78419044809","-122,41433588526",,"POINT (-122.41433588525621 37.784190448086434)","POINT (-122.414335885 37.784190448)","Tenderloin","5","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","POLK ST","CLAY ST","WASHINGTON ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","10572000","94109","05/01/2026","10/28/2026",,"415-779-5262",,,"6006587,83687","2116843,39984","37,79282054681","-122,42114142685",,"POINT (-122.4211414268529 37.79282054681007)","POINT (-122.421141427 37.792820547)","Russian Hill","3","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"25EXC-04312","CABRILLO ST","16TH AVE","17TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","3483000","94118","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990827,44825","2110627,48028","37,77485228302","-122,47521854166",,"POINT (-122.47521854165555 37.77485228302222)","POINT (-122.475218542 37.774852283)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","17TH AVE","CABRILLO ST",,"Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","27457000","0","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990673,41273","2110621,8899","37,77482800425","-122,47575096885",,"POINT (-122.47575096885006 37.77482800425444)","POINT (-122.475750969 37.774828004)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"26EXC-01206","HEMLOCK ST","LARKIN ST",,"Excavation","Esquivel Grading & Paving, Inc.","415-426-9543","Various Locations Pavement Renovation No. 80 and Sewer Replacement","05/20/2026","APPROVED","25173000","0","06/15/2026","12/31/2027",,"415-468-5700","Garland Wong",,"6007350,15463","2114885,32595","37,78748710338","-122,41836486747",,"POINT (-122.41836486747128 37.78748710337919)","POINT (-122.418364867 37.787487103)","Nob Hill","3","2026/05/21 03:24:18 AM","2026/05/22 05:24:55 AM"
"25EXC-04312","ANZA ST","35TH AVE","36TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","2351000","94121","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5984889,05349","2111773,33123","37,77765248054","-122,4958449289",,"POINT (-122.49584492889743 37.77765248053974)","POINT (-122.495844929 37.777652481)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","17TH AVE","BALBOA ST","CABRILLO ST","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","755000","94121","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990660,74367","2110961,76822","37,77576048243","-122,47581961901",,"POINT (-122.47581961900664 37.77576048242739)","POINT (-122.475819619 37.775760482)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"25EXC-04312","ANZA ST","36TH AVE","37TH AVE","Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","2352000","94121","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5984578,91346","2111762,21731","37,77760379657","-122,4969169718",,"POINT (-122.49691697179722 37.7776037965653)","POINT (-122.496916972 37.777603797)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"26EXC-01641","CLAY ST","HYDE ST","TORRENS CT","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","4104001","94109","05/01/2026","10/28/2026",,"415-779-5262",,,"6007446,33492","2116800,54186","37,79275122852","-122,41816793695",,"POINT (-122.41816793694545 37.792751228521745)","POINT (-122.418167937 37.792751229)","Nob Hill","3","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","08TH ST","MINNA ST","NATOMA ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","407000","94103","05/01/2026","10/28/2026",,"415-779-5262",,,"6008997,9554","2110975,28675","37,77684369022","-122,41238730964",,"POINT (-122.41238730963865 37.776843690220794)","POINT (-122.41238731 37.77684369)","South of Market","6","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"25EXC-04312","17TH AVE","FULTON ST",,"Excavation","Michael O'Shaugnessy Construction Inc.","4155924017","WW-727R Various Locations Sewer Replacement No. 16","10/16/2025","APPROVED","27456000","0","10/20/2025","02/10/2027",,"415-799-7043","Joyce Bulatao",,"5990698,7597","2109941,89607","37,77296239644","-122,47561362594",,"POINT (-122.47561362594094 37.772962396440086)","POINT (-122.475613626 37.772962396)","Outer Richmond","1","2025/10/17 04:20:32 AM","2025/10/18 05:14:21 AM"
"26EXC-01641","LEAVENWORTH ST","MCALLISTER ST","GOLDEN GATE AVE","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","8238000","94102","05/01/2026","10/28/2026",,"415-779-5262",,,"6008632,02586","2112640,37468","37,78139508364","-122,41377098166",,"POINT (-122.41377098166053 37.781395083640625)","POINT (-122.413770982 37.781395084)","Tenderloin","5","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"26EXC-01641","CLAY ST","LARKIN ST","POLK ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","4105000","94109","05/01/2026","10/28/2026",,"415-779-5262",,"true","6006849,42816","2116716,97443","37,79248815742","-122,42022733029",,"POINT (-122.42022733029019 37.79248815741926)","POINT (-122.42022733 37.792488157)","Russian Hill","3","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
"25EXC-06100","CASITAS AVE","LANSDALE AVE",,"Excavation","Pacific Gas & Electric","415-695-3500","R3 G 47B COVENTRY CT SAN FRANCISCO","07/29/2026","ACTIVE","22823000","0","08/07/2026","10/27/2026",,"800-pge-5000","Don Doan",,"5994861,369","2097068,177","37,73785488652","-122,46028183991",,"POINT (-122.46028183990565 37.73785488651765)","POINT (-122.46028184 37.737854887)","West of Twin Peaks","7","2026/08/05 03:16:59 AM","2026/08/06 05:21:14 AM"
"26EXC-01641","LEAVENWORTH ST","ELLIS ST","OFARRELL ST","Excavation","Ronan Construction Inc.","415-779-5262","8th St, Clay St and Leavenworth St - Pavement Renovation and Sewer Replacement","04/15/2026","APPROVED","8242000","94102","05/01/2026","10/28/2026",,"415-779-5262",,,"6008442,28129","2114000,788","37,78511979394","-122,41452370239",,"POINT (-122.41452370238582 37.785119793935415)","POINT (-122.414523702 37.785119794)","Tenderloin","5","2026/04/16 03:34:45 AM","2026/04/17 05:23:32 AM"
